Round,LastCommandType,LastCommand,ActiveWorm,Score,Health,Worm1 Health,Worm1 x,Worm1 y,Worm2 Health,Worm2 x,Worm2 y,Worm3 Health,Worm3 x,Worm3 y
69,move,"move 25 23",2,492,350,150,23,5,100,25,23,100,5,10
70,dig,"dig 6 9",3,499,350,150,23,5,100,25,23,100,5,10
71,move,"move 22 4",1,504,350,150,22,4,100,25,23,100,5,10
72,dig,"dig 26 24",2,511,350,150,22,4,100,25,23,100,5,10
73,move,"move 4 11",3,516,350,150,22,4,100,25,23,100,4,11
74,move,"move 23 5",1,521,350,150,23,5,100,25,23,100,4,11
75,move,"move 26 24",2,526,350,150,23,5,100,26,24,100,4,11
76,move,"move 5 10",3,531,350,150,23,5,100,26,24,100,5,10
77,move,"move 22 4",1,536,350,150,22,4,100,26,24,100,5,10
78,move,"move 27 23",2,541,350,150,22,4,100,27,23,100,5,10
79,move,"move 6 11",3,546,350,150,22,4,100,27,23,100,6,11
80,move,"move 21 3",1,551,350,150,21,3,100,27,23,100,6,11
81,move,"move 28 24",2,556,350,150,21,3,100,28,24,100,6,11
82,dig,"dig 7 10",3,563,350,150,21,3,100,28,24,100,6,11
83,move,"move 22 4",1,568,350,150,22,4,100,28,24,100,6,11
84,move,"move 27 25",2,573,350,150,22,4,100,27,25,100,6,11
85,move,"move 7 10",3,578,350,150,22,4,100,27,25,100,7,10
86,move,"move 23 3",1,578,350,150,22,4,100,27,25,100,7,10
87,move,"move 26 24",2,577,330,130,22,4,100,26,24,100,7,10
88,move,"move 8 11",3,582,330,130,22,4,100,26,24,100,8,11
89,move,"move 21 3",1,582,330,130,22,4,100,26,24,100,8,11
90,move,"move 27 23",2,580,310,110,22,4,100,27,23,100,8,11
91,move,"move 9 12",3,585,310,110,22,4,100,27,23,100,9,12
92,move,"move 21 5",1,585,310,110,22,4,100,27,23,100,9,12
93,move,"move 28 24",2,583,290,90,22,4,100,28,24,100,9,12
94,move,"move 8 13",3,588,290,90,22,4,100,28,24,100,8,13
95,shoot,"shoot S",1,586,282,82,22,4,100,28,24,100,8,13
96,move,"move 27 23",2,588,274,74,22,4,100,27,23,100,8,13
97,dig,"dig 9 14",3,592,266,66,22,4,100,27,23,100,8,13
98,shoot,"shoot S",1,606,258,58,22,4,100,27,23,100,8,13
99,move,"move 26 24",2,608,250,50,22,4,100,26,24,100,8,13
100,dig,"dig 7 14",3,615,250,50,22,4,100,26,24,100,8,13
101,shoot,"shoot S",1,631,250,50,22,4,100,26,24,100,8,13
102,move,"move 25 25",2,636,250,50,22,4,100,25,25,100,8,13
103,move,"move 7 12",3,638,242,42,22,4,100,25,25,100,7,12
104,shoot,"shoot S",1,638,242,42,22,4,100,25,25,100,7,12
105,move,"move 24 24",2,643,242,42,22,4,100,24,24,100,7,12
106,move,"move 8 11",3,648,242,42,22,4,100,24,24,100,8,11
107,shoot,"shoot S",1,662,234,34,22,4,100,24,24,100,8,11
108,move,"move 23 25",2,667,234,34,22,4,100,23,25,100,8,11
109,move,"move 7 10",3,672,234,34,22,4,100,23,25,100,7,10
110,shoot,"shoot S",1,685,226,26,22,4,100,23,25,100,7,10
111,move,"move 22 24",2,690,226,26,22,4,100,22,24,100,7,10
112,move,"move 8 11",3,695,226,26,22,4,100,22,24,100,8,11
113,shoot,"shoot S",1,708,218,18,22,4,100,22,24,100,8,11
114,dig,"dig 21 25",2,715,218,18,22,4,100,22,24,100,8,11
115,move,"move 9 10",3,720,218,18,22,4,100,22,24,100,9,10
116,shoot,"shoot S",1,734,210,10,22,4,100,22,24,100,9,10
117,move,"move 23 23",2,739,210,10,22,4,100,23,23,100,9,10
118,move,"move 10 11",3,744,210,10,22,4,100,23,23,100,10,11
119,shoot,"shoot S",1,757,202,2,22,4,100,23,23,100,10,11
120,move,"move 22 24",2,761,200,-6,22,4,100,22,24,100,10,11
121,move,"move 11 12",3,766,200,-6,22,4,100,22,24,100,11,12
122,move,"move 21 23",2,771,200,-6,22,4,100,21,23,100,11,12
123,move,"move 12 13",3,776,200,-6,22,4,100,21,23,100,12,13
124,dig,"dig 20 24",2,783,200,-6,22,4,100,21,23,100,12,13
125,dig,"dig 13 14",3,790,200,-6,22,4,100,21,23,100,12,13
126,move,"move 22 22",2,795,200,-6,22,4,100,22,22,100,12,13
127,move,"move 11 12",3,800,200,-6,22,4,100,22,22,100,11,12
128,dig,"dig 21 21",2,807,200,-6,22,4,100,22,22,100,11,12
129,move,"move 12 13",3,812,200,-6,22,4,100,22,22,100,12,13
130,move,"move 23 23",2,817,200,-6,22,4,100,23,23,100,12,13
131,move,"move 11 12",3,822,200,-6,22,4,100,23,23,100,11,12
132,move,"move 24 24",2,827,200,-6,22,4,100,24,24,100,11,12
133,move,"move 10 13",3,832,200,-6,22,4,100,24,24,100,10,13
134,move,"move 25 23",2,837,200,-6,22,4,100,25,23,100,10,13
135,dig,"dig 11 14",3,844,200,-6,22,4,100,25,23,100,10,13
136,move,"move 24 22",2,849,200,-6,22,4,100,24,22,100,10,13
137,move,"move 11 14",3,854,200,-6,22,4,100,24,22,100,11,14
138,dig,"dig 23 21",2,861,200,-6,22,4,100,24,22,100,11,14
139,move,"move 10 13",3,866,200,-6,22,4,100,24,22,100,10,13
140,move,"move 25 23",2,871,200,-6,22,4,100,25,23,100,10,13
141,move,"move 11 12",3,876,200,-6,22,4,100,25,23,100,11,12
142,move,"move 24 22",2,881,200,-6,22,4,100,24,22,100,11,12
143,move,"move 10 13",3,886,200,-6,22,4,100,24,22,100,10,13
144,move,"move 23 21",2,891,200,-6,22,4,100,23,21,100,10,13
145,move,"move 9 14",3,896,200,-6,22,4,100,23,21,100,9,14
146,move,"move 22 22",2,901,200,-6,22,4,100,22,22,100,9,14
147,dig,"dig 8 15",3,908,200,-6,22,4,100,22,22,100,9,14
148,move,"move 21 23",2,913,200,-6,22,4,100,21,23,100,9,14
149,move,"move 8 15",3,918,200,-6,22,4,100,21,23,100,8,15
150,move,"move 20 24",2,923,200,-6,22,4,100,20,24,100,8,15
151,move,"move 9 14",3,928,200,-6,22,4,100,20,24,100,9,14
152,move,"move 21 23",2,933,200,-6,22,4,100,21,23,100,9,14
153,move,"move 10 15",3,938,200,-6,22,4,100,21,23,100,10,15
154,move,"move 20 24",2,943,200,-6,22,4,100,20,24,100,10,15
155,snowball,"snowball 11 15",3,960,200,-6,22,4,100,20,24,100,10,15
156,move,"move 19 25",2,965,200,-6,22,4,100,19,25,100,10,15
157,snowball,"snowball 11 15",3,965,200,-6,22,4,100,19,25,100,10,15
158,dig,"dig 18 26",2,972,200,-6,22,4,100,19,25,100,10,15
159,snowball,"snowball 11 15",3,972,200,-6,22,4,100,19,25,100,10,15
160,dig,"dig 20 26",2,977,192,-6,22,4,100,19,25,92,10,15
161,snowball,"snowball 11 15",3,994,192,-6,22,4,100,19,25,92,10,15
162,move,"move 18 26",2,999,192,-6,22,4,100,18,26,92,10,15
163,snowball,"snowball 11 15",3,999,192,-6,22,4,100,18,26,92,10,15
164,move,"move 19 27",2,1004,192,-6,22,4,100,19,27,92,10,15
165,snowball,"snowball 11 15",3,1004,192,-6,22,4,100,19,27,92,10,15
166,move,"move 18 28",2,1006,184,-6,22,4,100,18,28,84,10,15
167,snowball,"snowball 11 15",3,1022,181,-6,22,4,97,18,28,84,10,15
168,dig,"dig 17 27",2,1028,178,-6,22,4,94,18,28,84,10,15
169,shoot,"shoot E",3,1027,175,-6,22,4,91,18,28,84,10,15
170,dig,"dig 19 29",2,1033,172,-6,22,4,88,18,28,84,10,15
171,shoot,"shoot E",3,1032,169,-6,22,4,85,18,28,84,10,15
172,move,"move 17 29",2,1033,158,-6,22,4,82,17,29,76,10,15
173,shoot,"shoot E",3,1048,155,-6,22,4,79,17,29,76,10,15
174,move,"move 18 28",2,1052,152,-6,22,4,76,18,28,76,10,15
175,shoot,"shoot E",3,1065,141,-6,22,4,73,18,28,68,10,15
176,move,"move 17 29",2,1069,138,-6,22,4,70,17,29,68,10,15
177,shoot,"shoot E",3,1084,135,-6,22,4,67,17,29,68,10,15
178,dig,"dig 16 28",2,1087,124,-6,22,4,64,17,29,60,10,15
179,shoot,"shoot E",3,1102,121,-6,22,4,61,17,29,60,10,15
180,move,"move 18 28",2,1106,118,-6,22,4,58,18,28,60,10,15
181,shoot,"shoot E",3,1118,107,-6,22,4,55,18,28,52,10,15
182,move,"move 17 27",2,1122,104,-6,22,4,52,17,27,52,10,15
183,shoot,"shoot E",3,1135,93,-6,22,4,49,17,27,44,10,15
184,move,"move 16 26",2,1136,82,-6,22,4,46,16,26,36,10,15
185,shoot,"shoot E",3,1152,82,-6,22,4,46,16,26,36,10,15
186,dig,"dig 15 27",2,1156,74,-6,22,4,46,16,26,28,10,15
187,shoot,"shoot E",3,1170,66,-6,22,4,46,16,26,20,10,15
188,move,"move 15 27",2,1175,66,-6,22,4,46,15,27,20,10,15
189,shoot,"shoot E",3,1187,55,-6,22,4,43,15,27,12,10,15
190,move,"move 16 26",2,1188,44,-6,22,4,40,16,26,4,10,15
191,shoot,"shoot E",3,1204,44,-6,22,4,40,16,26,4,10,15
192,move,"move 17 27",2,1208,40,-6,22,4,40,17,27,-4,10,15
193,move,"move 18 26",2,1212,37,-6,22,4,37,18,26,-4,10,15
194,move,"move 19 27",2,1216,34,-6,22,4,34,19,27,-4,10,15
195,move,"move 20 26",2,1220,31,-6,22,4,31,20,26,-4,10,15
196,move,"move 19 27",2,1224,28,-6,22,4,28,19,27,-4,10,15
197,move,"move 18 26",2,1228,25,-6,22,4,25,18,26,-4,10,15
198,move,"move 19 25",2,1232,22,-6,22,4,22,19,25,-4,10,15
199,move,"move 20 24",2,1237,22,-6,22,4,22,20,24,-4,10,15
200,move,"move 19 23",2,1242,22,-6,22,4,22,19,23,-4,10,15
201,move,"move 18 22",2,1247,22,-6,22,4,22,18,22,-4,10,15
202,move,"move 17 21",2,1252,22,-6,22,4,22,17,21,-4,10,15
203,move,"move 18 22",2,1257,22,-6,22,4,22,18,22,-4,10,15
204,move,"move 19 23",2,1262,22,-6,22,4,22,19,23,-4,10,15
205,move,"move 20 24",2,1267,22,-6,22,4,22,20,24,-4,10,15
206,move,"move 19 23",2,1272,22,-6,22,4,22,19,23,-4,10,15
207,move,"move 20 24",2,1277,22,-6,22,4,22,20,24,-4,10,15
208,move,"move 19 23",2,1282,22,-6,22,4,22,19,23,-4,10,15
209,move,"move 20 24",2,1287,22,-6,22,4,22,20,24,-4,10,15
210,move,"move 21 23",2,1292,22,-6,22,4,22,21,23,-4,10,15
211,move,"move 20 22",2,1297,22,-6,22,4,22,20,22,-4,10,15
212,move,"move 21 23",2,1302,22,-6,22,4,22,21,23,-4,10,15
213,move,"move 20 24",2,1307,22,-6,22,4,22,20,24,-4,10,15
214,move,"move 19 25",2,1311,19,-6,22,4,19,19,25,-4,10,15
215,move,"move 20 26",2,1315,16,-6,22,4,16,20,26,-4,10,15
216,move,"move 19 25",2,1319,13,-6,22,4,13,19,25,-4,10,15
217,move,"move 18 26",2,1323,10,-6,22,4,10,18,26,-4,10,15
218,move,"move 19 27",2,1327,7,-6,22,4,7,19,27,-4,10,15
219,move,"move 20 26",2,1331,4,-6,22,4,4,20,26,-4,10,15
220,move,"move 19 25",2,1335,1,-6,22,4,1,19,25,-4,10,15
