Round,LastCommandType,LastCommand,ActiveWorm,Score,Health,Worm1 Health,Worm1 x,Worm1 y,Worm2 Health,Worm2 x,Worm2 y,Worm3 Health,Worm3 x,Worm3 y
55,dig,"dig 19 16",3,431,370,150,18,18,110,15,16,110,18,17
56,move,"move 19 17",1,436,370,150,19,17,110,15,16,110,18,17
57,move,"move 16 15",2,441,370,150,19,17,110,16,15,110,18,17
58,move,"move 19 16",3,446,370,150,19,17,110,16,15,110,19,16
59,dig,"dig 20 16",1,453,370,150,19,17,110,16,15,110,19,16
60,move,"move 17 14",2,458,370,150,19,17,110,17,14,110,19,16
61,dig,"dig 20 15",3,465,370,150,19,17,110,17,14,110,19,16
62,move,"move 20 16",1,470,370,150,20,16,110,17,14,110,19,16
63,dig,"dig 18 13",2,477,370,150,20,16,110,17,14,110,19,16
64,move,"move 20 15",3,482,370,150,20,16,110,17,14,110,20,15
65,move,"move 19 16",1,487,370,150,19,16,110,17,14,110,20,15
66,move,"move 18 13",2,492,370,150,19,16,110,18,13,110,20,15
67,dig,"dig 21 14",3,499,370,150,19,16,110,18,13,110,20,15
68,move,"move 18 17",1,504,370,150,18,17,110,18,13,110,20,15
69,dig,"dig 19 12",2,511,370,150,18,17,110,18,13,110,20,15
70,dig,"dig 20 14",3,518,370,150,18,17,110,18,13,110,20,15
71,move,"move 19 16",1,523,370,150,19,16,110,18,13,110,20,15
72,move,"move 19 12",2,528,370,150,19,16,110,19,12,110,20,15
73,move,"move 21 14",3,533,370,150,19,16,110,19,12,110,21,14
74,move,"move 20 15",1,538,370,150,20,15,110,19,12,110,21,14
75,dig,"dig 20 11",2,545,370,150,20,15,110,19,12,110,21,14
76,dig,"dig 20 13",3,552,370,150,20,15,110,19,12,110,21,14
77,move,"move 20 14",1,557,370,150,20,14,110,19,12,110,21,14
78,move,"move 20 11",2,562,370,150,20,14,110,20,11,110,21,14
79,move,"move 21 13",3,567,370,150,20,14,110,20,11,110,21,13
80,dig,"dig 19 13",1,574,370,150,20,14,110,20,11,110,21,13
81,dig,"dig 20 10",2,581,370,150,20,14,110,20,11,110,21,13
82,dig,"dig 20 12",3,588,370,150,20,14,110,20,11,110,21,13
83,move,"move 20 13",1,593,370,150,20,13,110,20,11,110,21,13
84,move,"move 19 10",2,598,370,150,20,13,110,19,10,110,21,13
85,move,"move 20 12",3,603,370,150,20,13,110,19,10,110,20,12
86,move,"move 19 12",1,608,370,150,19,12,110,19,10,110,20,12
87,move,"move 20 9",2,613,370,150,19,12,110,20,9,110,20,12
88,move,"move 20 11",3,618,370,150,19,12,110,20,9,110,20,11
89,move,"move 19 11",1,623,370,150,19,11,110,20,9,110,20,11
90,dig,"dig 21 8",2,630,370,150,19,11,110,20,9,110,20,11
91,dig,"dig 21 10",3,637,370,150,19,11,110,20,9,110,20,11
92,move,"move 20 10",1,642,370,150,20,10,110,20,9,110,20,11
93,move,"move 21 8",2,647,370,150,20,10,110,21,8,110,20,11
94,move,"move 21 10",3,652,370,150,20,10,110,21,8,110,21,10
95,move,"move 21 9",1,657,370,150,21,9,110,21,8,110,21,10
96,banana,"banana 21 3",2,711,370,150,21,9,110,21,8,110,21,10
97,move,"move 20 11",3,716,370,150,21,9,110,21,8,110,20,11
98,move,"move 20 10",1,721,370,150,20,10,110,21,8,110,20,11
99,dig,"dig 22 7",2,728,370,150,20,10,110,21,8,110,20,11
100,move,"move 21 10",3,733,370,150,20,10,110,21,8,110,21,10
101,move,"move 21 9",1,738,370,150,21,9,110,21,8,110,21,10
102,move,"move 22 7",2,743,370,150,21,9,110,22,7,110,21,10
103,move,"move 22 9",3,748,370,150,21,9,110,22,7,110,22,9
104,dig,"dig 22 8",1,755,370,150,21,9,110,22,7,110,22,9
105,banana,"banana 22 2",2,802,370,150,21,9,110,22,7,110,22,9
106,move,"move 22 8",3,807,370,150,21,9,110,22,7,110,22,8
107,dig,"dig 22 10",1,814,370,150,21,9,110,22,7,110,22,8
108,banana,"banana 21 3",2,854,370,150,21,9,110,22,7,110,22,8
109,dig,"dig 21 7",3,861,370,150,21,9,110,22,7,110,22,8
110,move,"move 21 8",1,866,370,150,21,8,110,22,7,110,22,8
111,dig,"dig 22 6",2,873,370,150,21,8,110,22,7,110,22,8
112,snowball,"snowball 22 4",3,890,370,150,21,8,110,22,7,110,22,8
113,move,"move 21 9",1,895,370,150,21,9,110,22,7,110,22,8
114,move,"move 22 6",2,900,370,150,21,9,110,22,6,110,22,8
115,move,"move 22 7",3,905,370,150,21,9,110,22,6,110,22,7
116,move,"move 22 8",1,910,370,150,22,8,110,22,6,110,22,7
117,dig,"dig 22 5",2,917,370,150,22,8,110,22,6,110,22,7
118,snowball,"snowball 22 4",3,934,370,150,22,8,110,22,6,110,22,7
119,shoot,"shoot N",2,950,370,150,22,8,110,22,6,110,22,7
120,shoot,"shoot N",2,966,370,150,22,8,110,22,6,110,22,7
121,shoot,"shoot N",2,982,370,150,22,8,110,22,6,110,22,7
122,shoot,"shoot N",2,998,370,150,22,8,110,22,6,110,22,7
123,shoot,"shoot N",2,1014,370,150,22,8,110,22,6,110,22,7
124,snowball,"snowball 22 4",3,1031,370,150,22,8,110,22,6,110,22,7
125,dig,"dig 23 8",1,1038,370,150,22,8,110,22,6,110,22,7
126,shoot,"shoot N",2,1054,370,150,22,8,110,22,6,110,22,7
127,invalid,"invalid",3,1050,370,150,22,8,110,22,6,110,22,7
128,invalid,"invalid",1,1046,370,150,22,8,110,22,6,110,22,7
129,shoot,"shoot N",2,1062,370,150,22,8,110,22,6,110,22,7
130,dig,"dig 23 6",3,1069,370,150,22,8,110,22,6,110,22,7
131,move,"move 23 8",1,1071,362,150,23,8,102,22,6,110,22,7
132,shoot,"shoot N",2,1087,362,150,23,8,102,22,6,110,22,7
133,move,"move 21 8",3,1092,362,150,23,8,102,22,6,110,21,8
134,move,"move 22 7",1,1095,354,150,22,7,94,22,6,110,21,8
135,shoot,"shoot N",2,1111,354,150,22,7,94,22,6,110,21,8
136,move,"move 20 7",3,1116,354,150,22,7,94,22,6,110,20,7
137,move,"move 21 8",1,1118,346,150,21,8,86,22,6,110,20,7
138,shoot,"shoot N",2,1134,346,150,21,8,86,22,6,110,20,7
139,move,"move 21 6",3,1139,346,150,21,8,86,22,6,110,21,6
140,move,"move 22 7",1,1141,338,150,22,7,78,22,6,110,21,6
141,shoot,"shoot N",2,1157,338,150,22,7,78,22,6,110,21,6
142,move,"move 22 5",3,1162,338,150,22,7,78,22,6,110,22,5
143,move,"move 21 8",1,1167,338,150,21,8,78,22,6,110,22,5
144,move,"move 21 7",2,1172,338,150,21,8,78,21,7,110,22,5
145,move,"move 21 6",3,1177,338,150,21,8,78,21,7,110,21,6
146,move,"move 20 9",1,1182,338,150,20,9,78,21,7,110,21,6
147,move,"move 20 8",2,1187,338,150,20,9,78,20,8,110,21,6
148,move,"move 20 7",3,1192,338,150,20,9,78,20,8,110,20,7
149,move,"move 19 9",1,1197,338,150,19,9,78,20,8,110,20,7
150,move,"move 19 8",2,1202,338,150,19,9,78,19,8,110,20,7
151,move,"move 21 6",3,1207,338,150,19,9,78,19,8,110,21,6
152,dig,"dig 18 8",1,1214,338,150,19,9,78,19,8,110,21,6
153,move,"move 18 8",2,1219,338,150,19,9,78,18,8,110,21,6
154,move,"move 20 7",3,1224,338,150,19,9,78,18,8,110,20,7
155,dig,"dig 18 9",1,1231,338,150,19,9,78,18,8,110,20,7
156,dig,"dig 17 9",2,1238,338,150,19,9,78,18,8,110,20,7
157,move,"move 19 8",3,1243,338,150,19,9,78,18,8,110,19,8
158,move,"move 18 9",1,1248,338,150,18,9,78,18,8,110,19,8
159,move,"move 17 9",2,1253,338,150,18,9,78,17,9,110,19,8
160,invalid,"invalid",3,1249,338,150,18,9,78,17,9,110,19,8
161,move,"move 19 10",1,1254,338,150,19,10,78,17,9,110,19,8
162,dig,"dig 16 8",2,1261,338,150,19,10,78,17,9,110,19,8
163,move,"move 18 9",3,1266,338,150,19,10,78,17,9,110,18,9
164,move,"move 20 10",1,1271,338,150,20,10,78,17,9,110,18,9
165,move,"move 18 10",2,1276,338,150,20,10,78,18,10,110,18,9
166,move,"move 17 9",3,1281,338,150,20,10,78,18,10,110,17,9
167,move,"move 19 10",1,1286,338,150,19,10,78,18,10,110,17,9
168,move,"move 19 9",2,1291,338,150,19,10,78,19,9,110,17,9
169,move,"move 16 9",3,1296,338,150,19,10,78,19,9,110,16,9
170,move,"move 18 9",1,1301,338,150,18,9,78,19,9,110,16,9
171,move,"move 20 10",2,1306,338,150,18,9,78,20,10,110,16,9
172,dig,"dig 15 8",3,1313,338,150,18,9,78,20,10,110,16,9
173,dig,"dig 17 8",1,1320,338,150,18,9,78,20,10,110,16,9
174,move,"move 19 9",2,1325,338,150,18,9,78,19,9,110,16,9
175,move,"move 15 8",3,1330,338,150,18,9,78,19,9,110,15,8
176,move,"move 17 8",1,1335,338,150,17,8,78,19,9,110,15,8
177,move,"move 18 8",2,1340,338,150,17,8,78,18,8,110,15,8
178,dig,"dig 14 8",3,1347,338,150,17,8,78,18,8,110,15,8
179,move,"move 16 8",1,1352,338,150,16,8,78,18,8,110,15,8
180,move,"move 17 9",2,1357,338,150,16,8,78,17,9,110,15,8
181,dig,"dig 14 9",3,1364,338,150,16,8,78,17,9,110,15,8
182,dig,"dig 15 9",1,1371,338,150,16,8,78,17,9,110,15,8
183,move,"move 16 9",2,1376,338,150,16,8,78,16,9,110,15,8
184,move,"move 14 9",3,1381,338,150,16,8,78,16,9,110,14,9
185,move,"move 15 9",1,1381,338,150,16,8,78,16,9,110,14,9
186,move,"move 15 9",2,1379,330,150,16,8,78,16,9,102,14,9
187,shoot,"shoot W",3,1392,322,150,16,8,78,16,9,94,14,9
188,move,"move 15 9",1,1389,314,150,16,8,78,16,9,86,14,9
189,move,"move 15 9",2,1387,306,150,16,8,78,16,9,78,14,9
190,shoot,"shoot W",3,1400,298,150,16,8,78,16,9,70,14,9
191,move,"move 15 9",1,1402,290,150,15,9,78,16,9,62,14,9
192,move,"move 17 9",2,1405,282,150,15,9,78,17,9,54,14,9
193,shoot,"shoot W",3,1418,274,150,15,9,78,17,9,46,14,9
194,move,"move 14 8",1,1420,266,150,14,8,78,17,9,38,14,9
195,move,"move 16 8",2,1423,258,150,14,8,78,16,8,30,14,9
196,shoot,"shoot W",3,1436,250,150,14,8,78,16,8,22,14,9
197,move,"move 13 9",1,1438,242,142,13,9,78,16,8,22,14,9
198,move,"move 15 9",2,1441,234,134,13,9,78,15,9,22,14,9
199,invalid,"invalid",3,1434,226,126,13,9,78,15,9,22,14,9
200,shoot,"shoot W",1,1447,218,118,13,9,78,15,9,22,14,9
201,move,"move 16 8",2,1450,210,110,13,9,78,16,8,22,14,9
202,move,"move 15 8",3,1452,202,102,13,9,78,16,8,22,15,8
203,shoot,"shoot W",1,1465,194,94,13,9,78,16,8,22,15,8
204,move,"move 15 9",2,1468,186,86,13,9,78,15,9,22,15,8
205,move,"move 14 9",3,1470,178,78,13,9,78,15,9,22,14,9
206,shoot,"shoot W",1,1483,170,70,13,9,78,15,9,22,14,9
207,move,"move 16 9",2,1486,162,62,13,9,78,16,9,22,14,9
208,move,"move 13 8",3,1488,154,54,13,9,78,16,9,22,13,8
209,shoot,"shoot W",1,1501,146,46,13,9,78,16,9,22,13,8
210,move,"move 15 9",2,1504,138,38,13,9,78,15,9,22,13,8
211,shoot,"shoot SW",3,1517,130,30,13,9,78,15,9,22,13,8
212,shoot,"shoot W",1,1530,122,22,13,9,78,15,9,22,13,8
213,move,"move 14 9",2,1533,114,14,13,9,78,14,9,22,13,8
