Round,LastCommandType,LastCommand,ActiveWorm,Score,Health,Worm1 Health,Worm1 x,Worm1 y,Worm2 Health,Worm2 x,Worm2 y,Worm3 Health,Worm3 x,Worm3 y
55,dig,"dig 23 15",3,431,370,160,19,16,110,15,14,100,22,16
56,move,"move 20 15",1,436,370,160,20,15,110,15,14,100,22,16
57,move,"move 16 13",2,441,370,160,20,15,110,16,13,100,22,16
58,move,"move 23 15",3,446,370,160,20,15,110,16,13,100,23,15
59,dig,"dig 21 14",1,453,370,160,20,15,110,16,13,100,23,15
60,move,"move 17 12",2,458,370,160,20,15,110,17,12,100,23,15
61,dig,"dig 23 14",3,465,370,160,20,15,110,17,12,100,23,15
62,move,"move 21 14",1,470,370,160,21,14,110,17,12,100,23,15
63,dig,"dig 18 11",2,477,370,160,21,14,110,17,12,100,23,15
64,dig,"dig 22 14",3,484,370,160,21,14,110,17,12,100,23,15
65,dig,"dig 22 13",1,491,370,160,21,14,110,17,12,100,23,15
66,move,"move 18 11",2,496,370,160,21,14,110,18,11,100,23,15
67,move,"move 23 14",3,501,370,160,21,14,110,18,11,100,23,14
68,move,"move 22 13",1,506,370,160,22,13,110,18,11,100,23,14
69,dig,"dig 19 10",2,513,370,160,22,13,110,18,11,100,23,14
70,move,"move 23 13",3,518,370,160,22,13,110,18,11,100,23,13
71,dig,"dig 23 12",1,525,370,160,22,13,110,18,11,100,23,13
72,move,"move 19 10",2,530,370,160,22,13,110,19,10,100,23,13
73,move,"move 22 12",3,535,370,160,22,13,110,19,10,100,22,12
74,move,"move 23 14",1,540,370,160,23,14,110,19,10,100,22,12
75,move,"move 20 9",2,545,370,160,23,14,110,20,9,100,22,12
76,dig,"dig 23 11",3,552,370,160,23,14,110,20,9,100,22,12
77,move,"move 23 13",1,557,370,160,23,13,110,20,9,100,22,12
78,dig,"dig 21 8",2,564,370,160,23,13,110,20,9,100,22,12
79,move,"move 23 11",3,569,370,160,23,13,110,20,9,100,23,11
80,dig,"dig 24 12",1,576,370,160,23,13,110,20,9,100,23,11
81,move,"move 21 8",2,581,370,160,23,13,110,21,8,100,23,11
82,dig,"dig 23 10",3,588,370,160,23,13,110,21,8,100,23,11
83,move,"move 23 12",1,593,370,160,23,12,110,21,8,100,23,11
84,banana,"banana 24 4",2,647,370,160,23,12,110,21,8,100,23,11
85,move,"move 24 10",3,652,370,160,23,12,110,21,8,100,24,10
86,dig,"dig 24 11",1,659,370,160,23,12,110,21,8,100,24,10
87,dig,"dig 22 7",2,666,370,160,23,12,110,21,8,100,24,10
88,dig,"dig 25 9",3,673,370,160,23,12,110,21,8,100,24,10
89,move,"move 24 11",1,678,370,160,24,11,110,21,8,100,24,10
90,banana,"banana 24 4",2,718,370,160,24,11,110,21,8,100,24,10
91,dig,"dig 24 9",3,725,370,160,24,11,110,21,8,100,24,10
92,move,"move 25 10",1,730,370,160,25,10,110,21,8,100,24,10
93,banana,"banana 25 5",2,798,370,160,25,10,110,21,8,100,24,10
94,move,"move 25 9",3,803,370,160,25,10,110,21,8,100,25,9
95,dig,"dig 26 9",1,810,370,160,25,10,110,21,8,100,25,9
96,move,"move 22 7",2,815,370,160,25,10,110,22,7,100,25,9
97,snowball,"snowball 26 6",3,832,370,160,25,10,110,22,7,100,25,9
98,move,"move 26 9",1,837,370,160,26,9,110,22,7,100,25,9
99,dig,"dig 23 6",2,844,370,160,26,9,110,22,7,100,25,9
100,dig,"dig 26 8",3,851,370,160,26,9,110,22,7,100,25,9
101,move,"move 26 8",1,856,370,160,26,8,110,22,7,100,25,9
102,move,"move 23 6",2,861,370,160,26,8,110,23,6,100,25,9
103,snowball,"snowball 26 6",3,878,370,160,26,8,110,23,6,100,25,9
104,shoot,"shoot E",2,894,370,160,26,8,110,23,6,100,25,9
105,shoot,"shoot E",2,910,370,160,26,8,110,23,6,100,25,9
106,shoot,"shoot E",2,926,370,160,26,8,110,23,6,100,25,9
107,shoot,"shoot E",2,942,370,160,26,8,110,23,6,100,25,9
108,shoot,"shoot E",2,958,370,160,26,8,110,23,6,100,25,9
109,snowball,"snowball 26 6",3,975,370,160,26,8,110,23,6,100,25,9
110,dig,"dig 26 7",1,982,370,160,26,8,110,23,6,100,25,9
111,shoot,"shoot E",2,998,370,160,26,8,110,23,6,100,25,9
112,move,"move 26 9",3,1003,370,160,26,8,110,23,6,100,26,9
113,shoot,"shoot N",1,1019,370,160,26,8,110,23,6,100,26,9
114,shoot,"shoot E",2,1035,370,160,26,8,110,23,6,100,26,9
115,move,"move 26 10",3,1040,370,160,26,8,110,23,6,100,26,10
116,shoot,"shoot N",1,1053,362,152,26,8,110,23,6,100,26,10
117,shoot,"shoot E",2,1069,362,152,26,8,110,23,6,100,26,10
118,move,"move 26 9",3,1074,362,152,26,8,110,23,6,100,26,9
119,shoot,"shoot N",1,1088,354,144,26,8,110,23,6,100,26,9
120,shoot,"shoot E",2,1144,354,144,26,8,110,23,6,100,26,9
121,move,"move 25 10",3,1149,354,144,26,8,110,23,6,100,25,10
122,move,"move 25 9",1,1154,354,144,25,9,110,23,6,100,25,10
123,dig,"dig 24 7",2,1161,354,144,25,9,110,23,6,100,25,10
124,move,"move 24 11",3,1166,354,144,25,9,110,23,6,100,24,11
125,move,"move 25 10",1,1171,354,144,25,10,110,23,6,100,24,11
126,move,"move 24 7",2,1176,354,144,25,10,110,24,7,100,24,11
127,move,"move 24 12",3,1181,354,144,25,10,110,24,7,100,24,12
128,move,"move 24 11",1,1186,354,144,24,11,110,24,7,100,24,12
129,dig,"dig 24 8",2,1193,354,144,24,11,110,24,7,100,24,12
130,dig,"dig 25 13",3,1200,354,144,24,11,110,24,7,100,24,12
131,dig,"dig 25 12",1,1207,354,144,24,11,110,24,7,100,24,12
132,move,"move 24 8",2,1212,354,144,24,11,110,24,8,100,24,12
133,move,"move 25 13",3,1217,354,144,24,11,110,24,8,100,25,13
134,move,"move 25 12",1,1222,354,144,25,12,110,24,8,100,25,13
135,move,"move 25 9",2,1227,354,144,25,12,110,25,9,100,25,13
136,move,"move 25 14",3,1232,354,144,25,12,110,25,9,100,25,14
137,move,"move 25 13",1,1237,354,144,25,13,110,25,9,100,25,14
138,move,"move 25 10",2,1242,354,144,25,13,110,25,10,100,25,14
139,move,"move 24 15",3,1247,354,144,25,13,110,25,10,100,24,15
140,move,"move 24 14",1,1252,354,144,24,14,110,25,10,100,24,15
141,move,"move 24 11",2,1257,354,144,24,14,110,24,11,100,24,15
142,move,"move 24 16",3,1262,354,144,24,14,110,24,11,100,24,16
143,move,"move 24 15",1,1267,354,144,24,15,110,24,11,100,24,16
144,move,"move 24 12",2,1272,354,144,24,15,110,24,12,100,24,16
145,move,"move 24 17",3,1277,354,144,24,15,110,24,12,100,24,17
146,move,"move 24 16",1,1282,354,144,24,16,110,24,12,100,24,17
147,dig,"dig 24 13",2,1289,354,144,24,16,110,24,12,100,24,17
148,dig,"dig 24 18",3,1296,354,144,24,16,110,24,12,100,24,17
149,move,"move 25 17",1,1301,354,144,25,17,110,24,12,100,24,17
150,move,"move 25 13",2,1306,354,144,25,17,110,25,13,100,24,17
151,move,"move 24 18",3,1311,354,144,25,17,110,25,13,100,24,18
152,move,"move 26 17",1,1316,354,144,26,17,110,25,13,100,24,18
153,move,"move 26 14",2,1321,354,144,26,17,110,26,14,100,24,18
154,move,"move 25 19",3,1326,354,144,26,17,110,26,14,100,25,19
155,dig,"dig 25 18",1,1333,354,144,26,17,110,26,14,100,25,19
156,move,"move 25 15",2,1338,354,144,26,17,110,25,15,100,25,19
157,dig,"dig 25 20",3,1345,354,144,26,17,110,25,15,100,25,19
158,move,"move 25 18",1,1350,354,144,25,18,110,25,15,100,25,19
159,move,"move 25 16",2,1355,354,144,25,18,110,25,16,100,25,19
160,move,"move 25 20",3,1360,354,144,25,18,110,25,16,100,25,20
161,move,"move 25 19",1,1365,354,144,25,19,110,25,16,100,25,20
162,move,"move 25 17",2,1370,354,144,25,19,110,25,17,100,25,20
163,dig,"dig 25 21",3,1377,354,144,25,19,110,25,17,100,25,20
164,move,"move 26 20",1,1382,354,144,26,20,110,25,17,100,25,20
165,move,"move 26 18",2,1387,354,144,26,20,110,26,18,100,25,20
166,move,"move 25 21",3,1392,354,144,26,20,110,26,18,100,25,21
167,nothing,"nothing "Player chose to do nothing"",1,1392,354,144,26,20,110,26,18,100,25,21
168,move,"move 25 19",2,1397,354,144,26,20,110,25,19,100,25,21
169,move,"move 24 22",3,1402,354,144,26,20,110,25,19,100,24,22
170,move,"move 25 21",1,1407,354,144,25,21,110,25,19,100,24,22
171,dig,"dig 24 20",2,1414,354,144,25,21,110,25,19,100,24,22
172,move,"move 23 23",3,1419,354,144,25,21,110,25,19,100,23,23
173,move,"move 24 22",1,1424,354,144,24,22,110,25,19,100,23,23
174,move,"move 24 20",2,1429,354,144,24,22,110,24,20,100,23,23
175,dig,"dig 23 24",3,1436,354,144,24,22,110,24,20,100,23,23
176,move,"move 23 21",1,1441,354,144,23,21,110,24,20,100,23,23
177,dig,"dig 23 19",2,1448,354,144,23,21,110,24,20,100,23,23
178,move,"move 22 22",3,1453,354,144,23,21,110,24,20,100,22,22
179,dig,"dig 22 20",1,1460,354,144,23,21,110,24,20,100,22,22
180,move,"move 23 19",2,1465,354,144,23,21,110,23,19,100,22,22
181,dig,"dig 21 21",3,1472,354,144,23,21,110,23,19,100,22,22
182,move,"move 22 20",1,1477,354,144,22,20,110,23,19,100,22,22
183,move,"move 22 18",2,1482,354,144,22,20,110,22,18,100,22,22
184,move,"move 21 21",3,1487,354,144,22,20,110,22,18,100,21,21
185,dig,"dig 21 19",1,1494,354,144,22,20,110,22,18,100,21,21
186,move,"move 21 17",2,1499,354,144,22,20,110,21,17,100,21,21
187,dig,"dig 20 20",3,1506,354,144,22,20,110,21,17,100,21,21
188,move,"move 21 19",1,1511,354,144,21,19,110,21,17,100,21,21
189,dig,"dig 20 16",2,1518,354,144,21,19,110,21,17,100,21,21
190,move,"move 20 20",3,1523,354,144,21,19,110,21,17,100,20,20
191,move,"move 20 18",1,1528,354,144,20,18,110,21,17,100,20,20
192,move,"move 20 16",2,1533,354,144,20,18,110,20,16,100,20,20
193,move,"move 19 19",3,1538,354,144,20,18,110,20,16,100,19,19
194,move,"move 19 17",1,1543,354,144,19,17,110,20,16,100,19,19
195,move,"move 21 17",2,1548,354,144,19,17,110,21,17,100,19,19
196,move,"move 18 18",3,1553,354,144,19,17,110,21,17,100,18,18
197,move,"move 20 18",1,1558,354,144,20,18,110,21,17,100,18,18
198,move,"move 20 16",2,1563,354,144,20,18,110,20,16,100,18,18
199,move,"move 17 19",3,1568,354,144,20,18,110,20,16,100,17,19
200,move,"move 19 18",1,1573,354,144,19,18,110,20,16,100,17,19
201,move,"move 19 17",2,1578,354,144,19,18,110,19,17,100,17,19
202,dig,"dig 16 18",3,1585,354,144,19,18,110,19,17,100,17,19
203,dig,"dig 18 19",1,1592,354,144,19,18,110,19,17,100,17,19
204,move,"move 18 18",2,1597,354,144,19,18,110,18,18,100,17,19
205,move,"move 16 18",3,1602,354,144,19,18,110,18,18,100,16,18
206,move,"move 20 18",1,1607,354,144,20,18,110,18,18,100,16,18
207,dig,"dig 17 17",2,1614,354,144,20,18,110,18,18,100,16,18
208,dig,"dig 17 18",3,1621,354,144,20,18,110,18,18,100,16,18
209,move,"move 19 17",1,1626,354,144,19,17,110,18,18,100,16,18
210,move,"move 17 17",2,1631,354,144,19,17,110,17,17,100,16,18
211,move,"move 16 19",3,1636,354,144,19,17,110,17,17,100,16,19
212,move,"move 18 17",1,1641,354,144,18,17,110,17,17,100,16,19
213,move,"move 16 18",2,1646,354,144,18,17,110,16,18,100,16,19
214,dig,"dig 15 18",3,1653,354,144,18,17,110,16,18,100,16,19
215,move,"move 17 16",1,1658,354,144,17,16,110,16,18,100,16,19
216,dig,"dig 15 17",2,1665,354,144,17,16,110,16,18,100,16,19
217,move,"move 17 18",3,1670,354,144,17,16,110,16,18,100,17,18
218,move,"move 16 17",1,1675,354,144,16,17,110,16,18,100,17,18
219,move,"move 15 17",2,1680,354,144,16,17,110,15,17,100,17,18
220,move,"move 16 19",3,1685,354,144,16,17,110,15,17,100,16,19
221,move,"move 15 16",1,1690,354,144,15,16,110,15,17,100,16,19
222,move,"move 14 17",2,1695,354,144,15,16,110,14,17,100,16,19
223,move,"move 15 18",3,1700,354,144,15,16,110,14,17,100,15,18
224,move,"move 16 16",1,1705,354,144,16,16,110,14,17,100,15,18
225,move,"move 13 16",2,1710,354,144,16,16,110,13,16,100,15,18
226,move,"move 14 17",3,1715,354,144,16,16,110,13,16,100,14,17
227,move,"move 15 17",1,1720,354,144,15,17,110,13,16,100,14,17
228,move,"move 12 17",2,1725,354,144,15,17,110,12,17,100,14,17
229,move,"move 13 18",3,1730,354,144,15,17,110,12,17,100,13,18
230,dig,"dig 14 18",1,1737,354,144,15,17,110,12,17,100,13,18
231,move,"move 11 18",2,1737,354,144,15,17,110,12,17,100,13,18
232,shoot,"shoot W",3,1737,354,144,15,17,110,12,17,100,13,18
233,move,"move 14 18",1,1742,354,144,14,18,110,12,17,100,13,18
234,move,"move 11 18",2,1742,354,144,14,18,110,12,17,100,13,18
235,shoot,"shoot W",3,1742,354,144,14,18,110,12,17,100,13,18
236,dig,"dig 15 19",1,1749,354,144,14,18,110,12,17,100,13,18
237,move,"move 11 18",2,1754,354,144,14,18,110,11,18,100,13,18
238,move,"move 12 18",3,1759,354,144,14,18,110,11,18,100,12,18
239,move,"move 13 18",1,1764,354,144,13,18,110,11,18,100,12,18
240,shoot,"shoot W",2,1780,354,144,13,18,110,11,18,100,12,18
241,move,"move 13 17",3,1785,354,144,13,18,110,11,18,100,13,17
242,move,"move 12 18",1,1790,354,144,12,18,110,11,18,100,13,17
243,shoot,"shoot W",2,1806,354,144,12,18,110,11,18,100,13,17
244,move,"move 13 16",3,1811,354,144,12,18,110,11,18,100,13,16
