Round,LastCommandType,LastCommand,ActiveWorm,Score,Health,Worm1 Health,Worm1 x,Worm1 y,Worm2 Health,Worm2 x,Worm2 y,Worm3 Health,Worm3 x,Worm3 y
67,invalid,"invalid",3,41,350,150,26,4,100,24,28,100,1,16
68,nothing,"nothing "Player chose to do nothing"",1,41,350,150,26,4,100,24,28,100,1,16
69,invalid,"invalid",2,37,350,150,26,4,100,24,28,100,1,16
70,invalid,"invalid",3,33,350,150,26,4,100,24,28,100,1,16
71,nothing,"nothing "Player chose to do nothing"",1,33,350,150,26,4,100,24,28,100,1,16
72,invalid,"invalid",2,29,350,150,26,4,100,24,28,100,1,16
73,invalid,"invalid",3,25,350,150,26,4,100,24,28,100,1,16
74,move,"move 25 3",1,30,350,150,25,3,100,24,28,100,1,16
75,invalid,"invalid",2,26,350,150,25,3,100,24,28,100,1,16
76,invalid,"invalid",3,22,350,150,25,3,100,24,28,100,1,16
77,move,"move 24 2",1,27,350,150,24,2,100,24,28,100,1,16
78,invalid,"invalid",2,23,350,150,24,2,100,24,28,100,1,16
79,invalid,"invalid",3,19,350,150,24,2,100,24,28,100,1,16
80,move,"move 23 1",1,24,350,150,23,1,100,24,28,100,1,16
81,invalid,"invalid",2,20,350,150,23,1,100,24,28,100,1,16
82,invalid,"invalid",3,16,350,150,23,1,100,24,28,100,1,16
83,move,"move 24 2",1,21,350,150,24,2,100,24,28,100,1,16
84,invalid,"invalid",2,17,350,150,24,2,100,24,28,100,1,16
85,invalid,"invalid",3,13,350,150,24,2,100,24,28,100,1,16
86,move,"move 23 3",1,18,350,150,23,3,100,24,28,100,1,16
87,invalid,"invalid",2,14,350,150,23,3,100,24,28,100,1,16
88,invalid,"invalid",3,10,350,150,23,3,100,24,28,100,1,16
89,move,"move 24 2",1,15,350,150,24,2,100,24,28,100,1,16
90,invalid,"invalid",2,11,350,150,24,2,100,24,28,100,1,16
91,invalid,"invalid",3,7,350,150,24,2,100,24,28,100,1,16
92,move,"move 23 3",1,12,350,150,23,3,100,24,28,100,1,16
93,invalid,"invalid",2,8,350,150,23,3,100,24,28,100,1,16
94,invalid,"invalid",3,4,350,150,23,3,100,24,28,100,1,16
95,dig,"dig 22 2",1,11,350,150,23,3,100,24,28,100,1,16
96,invalid,"invalid",2,7,350,150,23,3,100,24,28,100,1,16
97,invalid,"invalid",3,3,350,150,23,3,100,24,28,100,1,16
98,move,"move 22 4",1,8,350,150,22,4,100,24,28,100,1,16
99,invalid,"invalid",2,-2,330,130,22,4,100,24,28,100,1,16
100,invalid,"invalid",3,-6,330,130,22,4,100,24,28,100,1,16
101,move,"move 21 3",1,-1,330,130,21,3,100,24,28,100,1,16
102,invalid,"invalid",2,-5,330,130,21,3,100,24,28,100,1,16
103,invalid,"invalid",3,-9,330,130,21,3,100,24,28,100,1,16
104,move,"move 20 4",1,-4,330,130,20,4,100,24,28,100,1,16
105,invalid,"invalid",2,-8,330,130,20,4,100,24,28,100,1,16
106,invalid,"invalid",3,-12,330,130,20,4,100,24,28,100,1,16
107,move,"move 21 3",1,-7,330,130,21,3,100,24,28,100,1,16
108,invalid,"invalid",2,-11,330,130,21,3,100,24,28,100,1,16
109,invalid,"invalid",3,-15,330,130,21,3,100,24,28,100,1,16
110,move,"move 20 4",1,-10,330,130,20,4,100,24,28,100,1,16
111,invalid,"invalid",2,-21,310,110,20,4,100,24,28,100,1,16
112,invalid,"invalid",3,-25,310,110,20,4,100,24,28,100,1,16
113,shoot,"shoot S",1,-28,302,102,20,4,100,24,28,100,1,16
114,invalid,"invalid",2,-38,282,82,20,4,100,24,28,100,1,16
115,invalid,"invalid",3,-45,274,74,20,4,100,24,28,100,1,16
116,shoot,"shoot S",1,-48,266,66,20,4,100,24,28,100,1,16
117,invalid,"invalid",2,-55,255,58,20,4,100,24,28,97,1,16
118,invalid,"invalid",3,-63,244,50,20,4,100,24,28,94,1,16
119,shoot,"shoot S",1,-51,233,42,20,4,100,24,28,91,1,16
120,invalid,"invalid",2,-56,230,42,20,4,100,24,28,88,1,16
121,invalid,"invalid",3,-61,227,42,20,4,100,24,28,85,1,16
122,shoot,"shoot S",1,-64,216,34,20,4,100,24,28,82,1,16
123,invalid,"invalid",2,-69,213,34,20,4,100,24,28,79,1,16
124,invalid,"invalid",3,-74,210,34,20,4,100,24,28,76,1,16
125,shoot,"shoot S",1,-78,199,26,20,4,100,24,28,73,1,16
126,invalid,"invalid",2,-84,193,26,20,4,97,24,28,70,1,16
127,invalid,"invalid",3,-90,187,26,20,4,94,24,28,67,1,16
128,shoot,"shoot S",1,-92,181,26,20,4,91,24,28,64,1,16
129,invalid,"invalid",2,-98,175,26,20,4,88,24,28,61,1,16
130,invalid,"invalid",3,-104,169,26,20,4,85,24,28,58,1,16
131,shoot,"shoot S",1,-106,163,26,20,4,82,24,28,55,1,16
132,invalid,"invalid",2,-115,149,18,20,4,79,24,28,52,1,16
133,invalid,"invalid",3,-121,143,18,20,4,76,24,28,49,1,16
134,shoot,"shoot SW",1,-109,129,10,20,4,73,24,28,46,1,16
135,invalid,"invalid",2,-118,115,2,20,4,70,24,28,43,1,16
136,invalid,"invalid",3,-124,109,2,20,4,67,24,28,40,1,16
137,shoot,"shoot SW",1,-111,101,-6,20,4,64,24,28,37,1,16
138,invalid,"invalid",2,-117,95,-6,20,4,61,24,28,34,1,16
139,invalid,"invalid",3,-123,89,-6,20,4,58,24,28,31,1,16
140,invalid,"invalid",2,-129,83,-6,20,4,55,24,28,28,1,16
141,invalid,"invalid",3,-135,77,-6,20,4,52,24,28,25,1,16
142,invalid,"invalid",2,-141,71,-6,20,4,49,24,28,22,1,16
143,invalid,"invalid",3,-147,65,-6,20,4,46,24,28,19,1,16
144,invalid,"invalid",2,-153,59,-6,20,4,43,24,28,16,1,16
145,invalid,"invalid",3,-159,53,-6,20,4,40,24,28,13,1,16
146,invalid,"invalid",2,-165,47,-6,20,4,37,24,28,10,1,16
147,invalid,"invalid",3,-171,41,-6,20,4,34,24,28,7,1,16
148,invalid,"invalid",2,-177,35,-6,20,4,31,24,28,4,1,16
149,invalid,"invalid",3,-183,29,-6,20,4,28,24,28,1,1,16
